Employee ID,Age,Age Group,Attrition,Department,Education,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Role,Job Satisfaction,Marital Status,Monthly Income,Salary Slab,Over Time,Performance Rating,Relationship Satisfaction,Training Times Last Year,Work Life Balance,Years At Company,Years Since Last Promotion,Num Attrition,Num Gender
RM949,30,26-35,No,Research & Development,4,Medical,2,Female,3,Manager,1,Married,11916,10k-15k,Yes,4,4,2,3,9,0,0,1
RM1014,30,26-35,No,Sales,4,Marketing,4,Female,3,Sales Executive,1,Divorced,4779,Upto 5k,No,3,2,3,3,3,0,0,1
RM1050,30,26-35,No,Sales,1,Life Sciences,4,Male,3,Sales Executive,3,Married,5301,5k-10k,No,3,3,2,2,2,2,0,0
RM1053,30,26-35,No,Research & Development,3,Technical Degree,3,Male,3,Research Scientist,3,Divorced,1274,Upto 5k,No,3,2,2,2,1,0,0,0
RM1065,30,26-35,No,Human Resources,3,Life Sciences,3,Male,3,Human Resources,3,Divorced,2064,Upto 5k,No,4,1,3,4,5,1,0,0
RM1107,30,26-35,Yes,Sales,3,Life Sciences,2,Male,2,Sales Executive,1,Married,9714,5k-10k,No,3,4,4,3,10,6,1,0
RM1110,30,26-35,No,Sales,4,Technical Degree,3,Male,3,Sales Executive,2,Married,9250,5k-10k,No,3,2,3,3,4,1,0,0
RM1142,30,26-35,No,Research & Development,3,Medical,2,Male,2,Research Scientist,2,Married,2141,Upto 5k,No,3,2,3,2,6,1,0,0
RM1234,30,26-35,No,Research & Development,1,Life Sciences,2,Male,3,Research Scientist,4,Married,2862,Upto 5k,No,3,2,2,2,10,0,0,0
RM1245,30,26-35,No,Research & Development,4,Technical Degree,4,Female,2,Research Scientist,1,Single,4968,Upto 5k,No,3,4,2,3,9,0,0,1
RM1247,30,26-35,Yes,Human Resources,3,Human Resources,3,Female,2,Human Resources,4,Divorced,2180,Upto 5k,No,3,3,0,2,4,1,1,1
RM1252,30,26-35,No,Sales,2,Marketing,3,Male,2,Sales Executive,1,Divorced,7140,5k-10k,No,3,1,2,3,7,1,0,0
RM1260,30,26-35,No,Research & Development,3,Life Sciences,3,Male,4,Healthcare Representative,3,Married,5294,5k-10k,No,3,3,3,3,7,1,0,0
RM1297,30,26-35,No,Research & Development,3,Medical,1,Female,3,Manufacturing Director,3,Single,9667,5k-10k,No,3,2,3,3,7,0,0,1
RM1339,30,26-35,Yes,Sales,3,Medical,2,Male,3,Sales Representative,4,Single,1081,Upto 5k,No,3,3,3,2,1,0,1,0
RM1413,30,26-35,No,Research & Development,2,Medical,4,Male,3,Laboratory Technician,2,Married,3748,Upto 5k,No,3,3,6,2,12,1,0,0
RM013,31,26-35,No,Research & Development,1,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2911,Upto 5k,No,3,4,1,2,5,4,0,0
RM059,31,26-35,No,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced,5915,5k-10k,No,4,4,3,2,7,1,0,0
RM073,31,26-35,No,Research & Development,4,Medical,3,Male,3,Research Scientist,2,Single,2501,Upto 5k,No,3,2,4,3,1,1,0,0
RM076,31,26-35,No,Research & Development,4,Life Sciences,3,Female,3,Manufacturing Director,4,Single,4424,Upto 5k,No,4,4,2,3,11,1,0,1
RM125,31,26-35,Yes,Sales,4,Life Sciences,2,Male,1,Sales Executive,3,Married,6172,5k-10k,Yes,3,2,3,2,7,7,1,0
RM133,31,26-35,Yes,Sales,3,Life Sciences,2,Female,1,Sales Executive,3,Married,4559,Upto 5k,Yes,3,3,2,3,2,2,1,1
RM181,31,26-35,No,Research & Development,1,Medical,3,Female,3,Research Scientist,4,Married,3929,Upto 5k,Yes,4,3,0,3,4,0,0,1
RM225,31,26-35,No,Research & Development,4,Medical,3,Male,1,Manufacturing Director,3,Married,4345,Upto 5k,No,3,4,2,3,5,1,0,0
RM246,31,26-35,No,Research & Development,4,Medical,2,Male,3,Research Director,3,Divorced,13675,10k-15k,No,3,1,3,3,2,2,0,0
RM260,31,26-35,Yes,Research & Development,2,Medical,3,Male,2,Laboratory Technician,2,Single,3479,Upto 5k,No,3,2,2,4,5,1,1,0
RM267,31,26-35,No,Research & Development,3,Medical,2,Male,2,Healthcare Representative,4,Married,5582,5k-10k,No,4,2,2,3,9,7,0,0
RM293,31,26-35,No,Sales,3,Marketing,4,Female,3,Sales Representative,2,Divorced,2789,Upto 5k,No,3,3,5,2,2,2,0,1
RM304,31,26-35,No,Sales,3,Technical Degree,2,Male,4,Sales Executive,4,Married,6929,5k-10k,No,3,2,3,2,8,7,0,0
RM310,31,26-35,No,Research & Development,4,Technical Degree,3,Male,3,Research Scientist,4,Married,4821,Upto 5k,Yes,3,3,4,3,5,0,0,0
RM311,31,26-35,No,Human Resources,3,Human Resources,1,Male,2,Human Resources,1,Married,6410,5k-10k,No,3,4,1,3,2,1,0,0
RM313,31,26-35,No,Research & Development,4,Life Sciences,3,Male,3,Research Scientist,4,Divorced,2695,Upto 5k,Yes,3,2,2,1,2,2,0,0
RM322,31,26-35,No,Sales,3,Marketing,4,Male,3,Sales Executive,4,Divorced,7547,5k-10k,No,3,4,3,3,7,1,0,0
RM326,31,26-35,No,Research & Development,2,Life Sciences,3,Female,2,Manufacturing Director,3,Married,8943,5k-10k,No,4,1,2,3,10,8,0,1
RM343,31,26-35,No,Research & Development,4,Medical,3,Female,3,Manufacturing Director,4,Single,7143,5k-10k,Yes,3,3,2,2,11,4,0,1
RM370,31,26-35,No,Research & Development,4,Life Sciences,3,Male,2,Research Scientist,2,Single,2657,Upto 5k,Yes,3,4,5,3,2,2,0,0
RM395,31,26-35,No,Research & Development,2,Medical,2,Female,3,Manufacturing Director,1,Married,4306,Upto 5k,No,3,2,5,1,13,3,0,1
RM400,31,26-35,No,Research & Development,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,2218,Upto 5k,No,3,3,3,3,4,3,0,0
RM435,31,26-35,No,Research & Development,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,10k-15k,No,4,4,6,4,13,0,0,0
RM440,31,26-35,Yes,Research & Development,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,5k-10k,No,3,1,2,3,1,0,1,0
RM451,31,26-35,No,Sales,1,Life Sciences,2,Male,3,Sales Executive,4,Single,6582,5k-10k,Yes,3,3,2,4,6,0,0,0
RM457,31,26-35,No,Sales,3,Life Sciences,3,Male,2,Manager,4,Divorced,11557,10k-15k,No,4,3,3,2,5,0,0,0
RM483,31,26-35,Yes,Sales,4,Medical,2,Male,3,Sales Executive,1,Divorced,4233,Upto 5k,No,3,3,2,1,3,1,1,0
RM485,31,26-35,No,Sales,4,Medical,1,Male,4,Sales Executive,4,Divorced,5460,5k-10k,No,4,4,4,4,7,5,0,0
RM645,31,26-35,No,Research & Development,4,Life Sciences,4,Male,3,Research Scientist,4,Married,2356,Upto 5k,Yes,3,2,2,3,6,0,0,0
RM676,31,26-35,No,Sales,4,Life Sciences,2,Male,2,Sales Representative,3,Married,2329,Upto 5k,No,3,2,2,4,7,5,0,0
RM680,31,26-35,No,Sales,2,Marketing,4,Female,3,Sales Executive,3,Married,6932,5k-10k,No,3,4,2,2,9,0,0,1
RM691,31,26-35,No,Research & Development,3,Medical,4,Female,3,Healthcare Representative,4,Married,5855,5k-10k,Yes,3,3,2,1,9,8,0,1
RM710,31,26-35,Yes,Research & Development,2,Medical,3,Male,2,Research Scientist,1,Single,2321,Upto 5k,Yes,4,1,0,3,3,1,1,0
RM727,31,26-35,No,Research & Development,1,Life Sciences,3,Female,3,Manufacturing Director,1,Married,4148,Upto 5k,No,3,3,1,3,4,0,0,1
RM819,31,26-35,No,Sales,3,Life Sciences,3,Male,4,Sales Representative,4,Married,2791,Upto 5k,No,3,1,4,3,2,2,0,0
RM832,31,26-35,Yes,Research & Development,3,Medical,3,Male,3,Laboratory Technician,3,Married,2610,Upto 5k,No,3,3,5,2,2,2,1,0
RM896,31,26-35,No,Research & Development,2,Medical,3,Male,3,Healthcare Representative,1,Married,6833,5k-10k,Yes,3,4,2,2,6,0,0,0
RM897,31,26-35,No,Research & Development,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,5k-10k,No,3,2,2,3,10,1,0,1
RM951,31,26-35,No,Sales,4,Life Sciences,4,Female,3,Sales Executive,3,Divorced,9852,5k-10k,Yes,3,1,5,2,10,9,0,1
RM953,31,26-35,Yes,Sales,3,Life Sciences,4,Female,3,Sales Representative,2,Single,2302,Upto 5k,Yes,3,1,2,4,3,2,1,1
RM981,31,26-35,Yes,Sales,3,Life Sciences,3,Female,2,Sales Representative,4,Single,2785,Upto 5k,No,3,3,3,4,1,0,1,1
RM986,31,26-35,Yes,Research & Development,4,Medical,4,Male,3,Manufacturing Director,3,Married,6179,5k-10k,Yes,3,4,3,2,10,6,1,0
RM1013,31,26-35,Yes,Sales,4,Life Sciences,2,Female,1,Sales Representative,3,Single,1359,Upto 5k,No,3,2,3,3,1,0,1,1
RM1015,31,26-35,No,Research & Development,5,Life Sciences,1,Female,3,Research Director,2,Single,16422,15k+,No,3,3,3,4,3,1,0,1
RM1017,31,26-35,Yes,Research & Development,3,Life Sciences,1,Female,2,Research Scientist,2,Single,1261,Upto 5k,No,3,3,3,4,1,0,1,1
RM1031,31,26-35,No,Sales,2,Life Sciences,1,Male,3,Sales Executive,4,Divorced,10793,10k-15k,No,3,1,5,3,13,9,0,0
RM1034,31,26-35,Yes,Research & Development,5,Life Sciences,3,Female,4,Manufacturing Director,2,Single,7446,5k-10k,No,3,1,2,3,10,4,1,1
RM1036,31,26-35,No,Human Resources,2,Medical,4,Female,4,Human Resources,2,Single,2109,Upto 5k,No,3,4,3,3,3,0,0,1
RM1037,31,26-35,Yes,Research & Development,3,Life Sciences,2,Male,3,Laboratory Technician,4,Married,3722,Upto 5k,Yes,3,3,2,1,2,2,1,0
RM1086,31,26-35,Yes,Research & Development,3,Life Sciences,4,Female,3,Research Scientist,3,Single,4084,Upto 5k,No,3,1,2,1,7,7,1,1
RM1145,31,26-35,No,Sales,4,Other,4,Male,3,Sales Executive,1,Single,5332,5k-10k,No,3,4,3,3,5,0,0,0
RM1192,31,26-35,No,Sales,4,Life Sciences,1,Female,3,Sales Executive,4,Married,5476,5k-10k,No,3,1,2,3,10,0,0,1
RM1228,31,26-35,No,Research & Development,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,3477,Upto 5k,No,3,4,2,4,5,0,0,0
RM1240,31,26-35,No,Research & Development,1,Technical Degree,4,Female,3,Manufacturing Director,4,Single,5238,5k-10k,No,4,4,3,2,5,1,0,1
RM1248,31,26-35,No,Sales,3,Technical Degree,1,Male,3,Sales Executive,3,Married,8346,5k-10k,No,3,3,3,3,5,0,0,0
RM1258,31,26-35,Yes,Sales,4,Marketing,1,Male,3,Sales Executive,3,Married,8161,5k-10k,No,3,1,2,3,1,0,1,0
RM1275,31,26-35,No,Sales,4,Marketing,1,Female,2,Sales Executive,4,Married,5468,5k-10k,No,3,1,3,3,12,5,0,1
RM1307,31,26-35,No,Sales,4,Marketing,1,Female,3,Sales Executive,1,Married,9637,5k-10k,No,3,4,3,3,3,2,0,1
RM1313,31,26-35,Yes,Human Resources,5,Human Resources,4,Male,4,Human Resources,1,Married,2956,Upto 5k,No,3,3,4,3,1,0,1,0
RM1342,31,26-35,No,Research & Development,3,Life Sciences,2,Male,3,Laboratory Technician,3,Divorced,4197,Upto 5k,No,3,1,2,3,10,0,0,0
RM1359,31,26-35,No,Sales,2,Medical,3,Female,3,Sales Executive,4,Divorced,6583,5k-10k,Yes,3,4,2,3,5,1,0,1
RM1361,31,26-35,No,Research & Development,3,Medical,1,Female,4,Laboratory Technician,3,Divorced,3978,Upto 5k,No,3,2,0,2,2,2,0,1
RM1383,31,26-35,No,Research & Development,2,Medical,3,Male,3,Research Scientist,1,Divorced,3065,Upto 5k,Yes,3,4,3,4,4,2,0,0
RM1390,31,26-35,No,Research & Development,3,Life Sciences,4,Male,1,Research Scientist,1,Married,5003,5k-10k,No,4,2,6,3,10,8,0,0
RM1396,31,26-35,Yes,Sales,4,Marketing,1,Male,3,Sales Executive,4,Married,5617,5k-10k,Yes,3,3,4,3,10,0,1,0
RM1403,31,26-35,No,Research & Development,1,Medical,4,Female,1,Laboratory Technician,4,Divorced,1129,Upto 5k,Yes,3,3,4,3,1,0,0,1
RM1406,31,26-35,No,Research & Development,3,Medical,3,Female,3,Research Director,3,Married,11031,10k-15k,No,4,3,2,4,11,4,0,1
RM1418,31,26-35,No,Sales,2,Life Sciences,1,Male,3,Sales Representative,3,Married,3067,Upto 5k,No,3,3,1,3,2,1,0,0
RM1464,31,26-35,No,Research & Development,3,Medical,2,Male,3,Manufacturing Director,1,Single,9936,5k-10k,No,3,2,2,3,9,1,0,0
RM006,32,26-35,No,Research & Development,2,Life Sciences,4,Male,3,Laboratory Technician,4,Single,3068,Upto 5k,No,3,3,2,2,7,3,0,0
RM017,32,26-35,No,Research & Development,2,Life Sciences,1,Male,4,Research Scientist,2,Divorced,3298,Upto 5k,Yes,3,4,5,2,6,0,0,0
RM027,32,26-35,Yes,Research & Development,1,Life Sciences,2,Female,1,Research Scientist,1,Single,3919,Upto 5k,Yes,4,2,5,3,10,6,1,1
RM061,32,26-35,No,Research & Development,3,Medical,1,Male,3,Manufacturing Director,4,Married,6162,5k-10k,Yes,4,2,3,3,9,7,0,0
RM074,32,26-35,No,Research & Development,3,Life Sciences,2,Male,3,Research Scientist,2,Married,6220,5k-10k,No,3,2,3,3,10,0,0,0
RM095,32,26-35,No,Sales,4,Medical,2,Male,3,Sales Executive,3,Single,5010,5k-10k,No,3,1,0,3,11,5,0,0
RM102,32,26-35,No,Research & Development,1,Life Sciences,4,Male,3,Research Scientist,1,Single,2956,Upto 5k,No,3,4,2,3,1,0,0,0
RM141,32,26-35,Yes,Research & Development,3,Medical,1,Female,3,Laboratory Technician,1,Single,4200,Upto 5k,No,4,1,2,4,5,0,1,1
RM145,32,26-35,No,Sales,2,Medical,4,Male,1,Sales Executive,4,Divorced,4668,Upto 5k,No,3,4,2,4,8,0,0,0
RM155,32,26-35,No,Sales,3,Marketing,2,Female,3,Sales Executive,4,Single,8998,5k-10k,No,3,4,2,3,9,3,0,1
RM170,32,26-35,No,Research & Development,5,Life Sciences,3,Male,3,Research Scientist,3,Single,3038,Upto 5k,No,4,1,2,3,5,1,0,0
RM239,32,26-35,No,Sales,2,Life Sciences,3,Female,3,Sales Representative,2,Married,3931,Upto 5k,No,3,1,5,3,4,1,0,1
RM240,32,26-35,Yes,Research & Development,3,Life Sciences,4,Male,2,Laboratory Technician,3,Single,3730,Upto 5k,Yes,3,4,2,1,3,1,1,0
RM242,32,26-35,No,Sales,4,Marketing,3,Male,3,Sales Executive,4,Married,4465,Upto 5k,No,3,1,2,3,3,2,0,0
RM261,32,26-35,No,Research & Development,3,Life Sciences,2,Male,4,Laboratory Technician,2,Married,2794,Upto 5k,No,4,3,3,1,5,0,0,0
RM263,32,26-35,No,Research & Development,1,Technical Degree,4,Male,2,Laboratory Technician,1,Single,2176,Upto 5k,No,3,4,5,3,6,0,0,0
RM307,32,26-35,No,Sales,3,Life Sciences,4,Male,2,Sales Executive,3,Married,5484,5k-10k,No,3,3,3,2,13,4,0,0
RM320,32,26-35,No,Sales,2,Technical Degree,3,Female,2,Sales Executive,2,Married,5228,5k-10k,Yes,3,4,2,3,13,11,0,1
RM323,32,26-35,No,Research & Development,4,Medical,1,Female,4,Research Scientist,4,Single,5055,5k-10k,No,3,3,0,2,7,0,0,1
RM352,32,26-35,No,Research & Development,3,Medical,3,Female,3,Laboratory Technician,2,Married,2370,Upto 5k,No,3,3,4,3,8,0,0,1
RM470,32,26-35,Yes,Sales,4,Other,4,Male,4,Sales Executive,3,Married,4707,Upto 5k,No,3,4,2,3,4,1,1,0
RM501,32,26-35,No,Research & Development,4,Life Sciences,1,Female,3,Research Scientist,4,Married,6322,5k-10k,Yes,3,4,2,2,6,0,0,1
RM528,32,26-35,No,Sales,3,Marketing,4,Male,3,Sales Executive,4,Single,5396,5k-10k,No,3,4,2,2,10,0,0,0
RM532,32,26-35,No,Research & Development,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,10k-15k,No,3,4,6,3,7,7,0,1
RM559,32,26-35,No,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married,5309,5k-10k,No,3,4,2,3,10,4,0,0
RM623,32,26-35,No,Sales,4,Life Sciences,2,Male,3,Sales Executive,4,Divorced,4403,Upto 5k,No,3,3,3,2,5,0,0,0
RM627,32,26-35,No,Research & Development,2,Medical,3,Female,4,Research Scientist,3,Married,5175,5k-10k,No,3,3,3,2,5,1,0,1
RM638,32,26-35,No,Research & Development,3,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced,2314,Upto 5k,No,3,2,2,3,3,0,0,0
RM642,32,26-35,No,Sales,2,Life Sciences,2,Male,3,Sales Executive,2,Married,6524,5k-10k,No,3,4,3,3,10,5,0,0
RM657,32,26-35,Yes,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,4,Single,2795,Upto 5k,Yes,4,3,2,1,1,0,1,0
RM683,32,26-35,No,Research & Development,3,Life Sciences,3,Female,2,Laboratory Technician,2,Married,2332,Upto 5k,No,4,3,3,3,3,0,0,1
RM693,32,26-35,No,Research & Development,4,Medical,3,Female,3,Manufacturing Director,1,Married,6725,5k-10k,No,3,3,2,4,8,6,0,1
RM757,32,26-35,No,Research & Development,4,Medical,4,Female,3,Laboratory Technician,3,Single,4025,Upto 5k,No,3,2,2,3,8,7,0,1
RM851,32,26-35,No,Sales,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced,2827,Upto 5k,No,3,3,3,3,1,0,0,1
RM881,32,26-35,No,Research & Development,3,Other,3,Female,2,Laboratory Technician,2,Married,2743,Upto 5k,No,4,3,2,3,2,2,0,1
RM882,32,26-35,No,Research & Development,2,Life Sciences,4,Female,3,Research Scientist,3,Single,4998,Upto 5k,Yes,3,4,2,3,8,0,0,1
RM936,32,26-35,No,Sales,3,Medical,3,Male,4,Sales Executive,4,Married,6209,5k-10k,No,3,3,4,4,10,0,0,0
RM940,32,26-35,Yes,Research & Development,2,Life Sciences,4,Male,3,Laboratory Technician,3,Married,4883,Upto 5k,No,3,1,3,3,10,1,1,0
RM992,32,26-35,No,Sales,1,Marketing,3,Male,3,Sales Executive,2,Married,4078,Upto 5k,Yes,3,1,3,2,3,1,0,0
RM1027,32,26-35,No,Sales,5,Marketing,4,Male,3,Sales Executive,4,Married,9204,5k-10k,No,3,3,3,2,4,0,0,0
RM1076,32,26-35,No,Research & Development,3,Medical,3,Male,3,Manager,4,Single,11244,10k-15k,No,4,2,5,4,5,0,0,0
RM1102,32,26-35,No,Research & Development,2,Life Sciences,4,Female,2,Research Scientist,2,Married,5878,5k-10k,No,3,1,2,3,7,2,0,1
RM1114,32,26-35,No,Research & Development,4,Technical Degree,4,Male,3,Research Scientist,1,Married,4087,Upto 5k,No,3,2,3,2,6,1,0,0
RM1140,32,26-35,No,Research & Development,4,Other,2,Female,4,Research Scientist,4,Married,3312,Upto 5k,No,3,4,3,3,3,0,0,1
RM1191,32,26-35,No,Research & Development,3,Medical,4,Male,3,Research Scientist,2,Divorced,5470,5k-10k,No,3,3,4,2,9,1,0,0
RM1206,32,26-35,Yes,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single,1393,Upto 5k,No,3,1,2,3,1,0,1,0
RM1227,32,26-35,No,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,3,Married,3433,Upto 5k,No,3,1,3,2,5,1,0,0
RM1238,32,26-35,Yes,Sales,2,Life Sciences,1,Male,1,Sales Executive,2,Single,6735,5k-10k,No,3,2,2,3,0,0,1,0
RM1242,32,26-35,No,Sales,3,Life Sciences,4,Male,1,Sales Executive,3,Married,9610,5k-10k,No,3,3,2,1,4,0,0,0
RM1261,32,26-35,No,Research & Development,4,Technical Degree,2,Male,3,Research Scientist,2,Single,2718,Upto 5k,No,3,2,3,3,7,0,0,0
RM1320,32,26-35,No,Sales,4,Marketing,4,Male,3,Sales Executive,4,Single,4648,Upto 5k,No,3,3,2,4,0,0,0,0
RM1327,32,26-35,Yes,Sales,4,Marketing,3,Male,2,Sales Executive,2,Single,9907,5k-10k,Yes,3,3,3,2,2,2,1,0
RM1376,32,26-35,Yes,Research & Development,2,Life Sciences,1,Female,4,Research Scientist,3,Single,2432,Upto 5k,Yes,3,1,2,3,4,0,1,1
RM1389,32,26-35,No,Research & Development,4,Medical,3,Female,3,Healthcare Representative,4,Divorced,6667,5k-10k,No,3,2,6,3,5,1,0,1
RM1395,32,26-35,No,Research & Development,4,Life Sciences,4,Male,2,Manufacturing Director,4,Single,9679,5k-10k,No,4,2,1,3,1,0,0,0
RM1427,32,26-35,No,Research & Development,4,Life Sciences,3,Female,2,Laboratory Technician,2,Single,2837,Upto 5k,No,3,3,3,3,6,4,0,1
RM1429,32,26-35,No,Sales,4,Medical,2,Male,2,Sales Representative,2,Married,2269,Upto 5k,No,3,2,2,3,2,2,0,0
RM1450,32,26-35,No,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2439,Upto 5k,No,3,4,4,3,4,1,0,0
RM004,33,26-35,No,Research & Development,4,Life Sciences,4,Female,3,Research Scientist,3,Married,2909,Upto 5k,Yes,3,3,3,3,8,3,0,1
RM031,33,26-35,No,Research & Development,3,Medical,3,Male,3,Laboratory Technician,4,Single,2496,Upto 5k,No,3,4,3,3,1,0,0,0
RM040,33,26-35,No,Sales,3,Life Sciences,3,Female,4,Sales Executive,1,Married,5376,5k-10k,No,3,1,3,3,5,1,0,1
RM122,33,26-35,No,Sales,2,Marketing,3,Male,3,Sales Executive,2,Married,6146,5k-10k,No,3,1,2,4,7,0,0,0
RM177,33,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Single,2500,Upto 5k,No,3,1,2,4,3,0,0,0
RM186,33,26-35,No,Research & Development,3,Medical,4,Female,3,Research Scientist,2,Married,2756,Upto 5k,No,3,4,5,3,8,1,0,1
RM222,33,26-35,No,Research & Development,4,Medical,3,Female,2,Research Scientist,2,Married,2622,Upto 5k,No,4,4,3,3,3,1,0,1
RM235,33,26-35,Yes,Research & Development,3,Medical,3,Male,3,Laboratory Technician,4,Married,2436,Upto 5k,Yes,3,3,2,1,5,0,1,0
RM237,33,26-35,Yes,Research & Development,2,Life Sciences,1,Female,3,Laboratory Technician,1,Married,2707,Upto 5k,No,4,1,3,4,9,1,1,1
RM247,33,26-35,No,Research & Development,4,Life Sciences,3,Female,2,Research Scientist,4,Married,2911,Upto 5k,No,3,3,2,2,2,0,0,1
RM314,33,26-35,No,Research & Development,4,Life Sciences,4,Female,3,Manager,2,Married,11878,10k-15k,No,3,2,2,3,10,8,0,1
RM329,33,26-35,No,Sales,3,Marketing,2,Male,2,Sales Executive,4,Single,4682,Upto 5k,No,3,3,6,2,7,0,0,0
RM364,33,26-35,Yes,Sales,3,Marketing,4,Female,3,Sales Representative,3,Single,2851,Upto 5k,Yes,3,2,2,3,1,0,1,1
RM436,33,26-35,Yes,Research & Development,1,Medical,2,Male,3,Manager,3,Married,13610,10k-15k,Yes,3,4,2,4,7,7,1,0
RM437,33,26-35,Yes,Research & Development,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,Upto 5k,No,3,1,2,3,4,1,1,0
RM456,33,26-35,No,Research & Development,5,Medical,1,Female,4,Research Director,3,Divorced,16184,15k+,No,3,3,2,3,6,0,0,1
RM500,33,26-35,No,Sales,4,Marketing,3,Male,3,Sales Executive,3,Divorced,7104,5k-10k,No,3,4,3,3,5,1,0,0
RM510,33,26-35,No,Research & Development,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,7725,5k-10k,No,4,3,2,1,13,4,0,0
RM515,33,26-35,Yes,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,1,Single,3348,Upto 5k,Yes,3,1,3,3,10,9,1,0
RM563,33,26-35,Yes,Research & Development,4,Other,4,Male,3,Research Scientist,4,Single,2686,Upto 5k,Yes,3,3,2,2,10,7,1,0
RM591,33,26-35,No,Research & Development,3,Medical,3,Male,3,Research Director,3,Married,11691,10k-15k,No,3,4,3,4,13,3,0,0
RM592,33,26-35,Yes,Sales,3,Marketing,1,Female,3,Sales Executive,1,Single,5324,5k-10k,No,3,3,3,3,3,0,1,1
RM620,33,26-35,No,Sales,3,Medical,1,Male,4,Sales Executive,1,Divorced,4037,Upto 5k,No,4,1,5,3,9,0,0,0
RM656,33,26-35,No,Human Resources,2,Human Resources,4,Male,3,Human Resources,2,Divorced,2277,Upto 5k,Yes,3,3,4,4,4,0,0,0
RM674,33,26-35,No,Research & Development,4,Other,3,Male,2,Research Scientist,1,Single,2799,Upto 5k,Yes,3,2,1,3,3,0,0,0
RM695,33,26-35,No,Research & Development,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single,6949,5k-10k,No,3,1,3,3,5,1,0,1
RM711,33,26-35,No,Sales,3,Life Sciences,4,Male,3,Manager,3,Single,17444,15k+,No,3,4,2,3,10,6,0,0
RM713,33,26-35,No,Research & Development,1,Life Sciences,2,Female,3,Research Scientist,4,Single,3452,Upto 5k,No,3,1,4,3,3,0,0,1
RM716,33,26-35,No,Research & Development,4,Other,3,Female,4,Healthcare Representative,2,Married,5488,5k-10k,Yes,3,1,2,3,6,1,0,1
RM755,33,26-35,No,Sales,1,Life Sciences,2,Female,2,Sales Representative,4,Single,2342,Upto 5k,No,3,4,2,2,2,2,0,1
RM791,33,26-35,No,Research & Development,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced,7119,5k-10k,No,3,3,2,3,3,1,0,0
RM793,33,26-35,Yes,Research & Development,4,Medical,1,Female,2,Research Scientist,3,Single,4508,Upto 5k,No,4,2,4,3,13,3,1,1
RM799,33,26-35,Yes,Research & Development,3,Medical,1,Male,2,Research Scientist,2,Single,2313,Upto 5k,Yes,4,2,0,3,2,2,1,0
RM803,33,26-35,No,Sales,3,Life Sciences,4,Female,3,Sales Executive,2,Married,4302,Upto 5k,No,3,3,3,3,3,0,0,1
RM830,33,26-35,Yes,Sales,4,Marketing,1,Female,3,Sales Executive,1,Single,8224,5k-10k,Yes,3,1,3,3,5,0,1,1
RM864,33,26-35,No,Human Resources,3,Human Resources,2,Male,3,Human Resources,3,Married,3600,Upto 5k,No,3,4,2,3,5,1,0,0
RM873,33,26-35,No,Sales,3,Medical,2,Female,3,Sales Executive,3,Married,4539,Upto 5k,No,3,1,3,2,10,0,0,1
RM909,33,26-35,No,Sales,5,Marketing,4,Male,4,Sales Executive,3,Divorced,8380,5k-10k,Yes,3,4,3,3,9,0,0,0
RM991,33,26-35,No,Sales,1,Life Sciences,2,Male,3,Sales Executive,4,Married,9998,5k-10k,No,3,1,2,4,5,1,0,0
RM1048,33,26-35,No,Sales,3,Medical,4,Male,3,Sales Executive,1,Married,4373,Upto 5k,No,3,1,2,3,4,0,0,0
RM1067,33,26-35,No,Research & Development,4,Medical,1,Female,2,Laboratory Technician,2,Married,3838,Upto 5k,No,3,4,5,3,5,0,0,1
RM1075,33,26-35,No,Research & Development,5,Life Sciences,4,Male,3,Healthcare Representative,3,Single,6388,5k-10k,Yes,3,1,6,3,0,0,0,0
RM1092,33,26-35,No,Research & Development,3,Life Sciences,4,Male,2,Manufacturing Director,2,Single,4320,Upto 5k,No,3,4,2,3,5,0,0,0
RM1106,33,26-35,No,Sales,4,Life Sciences,1,Male,3,Sales Executive,1,Married,6392,5k-10k,No,3,4,6,1,2,2,0,0
RM1190,33,26-35,No,Sales,4,Medical,4,Male,3,Sales Executive,4,Divorced,5505,5k-10k,No,3,3,5,3,6,0,0,0
